採水場所,採水年月,項目,水質基準値,検査結果,単位
高鼻浄水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
高鼻浄水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
高鼻浄水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
高鼻浄水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.2,mg/L
高鼻浄水場,2020年10月,pH値,5.8以上8.6以下,7.6,ー
高鼻浄水場,2020年10月,味,異常でないこと,異常なし,ー
高鼻浄水場,2020年10月,臭気,異常でないこと,異常なし,ー
高鼻浄水場,2020年10月,色度,5度以下,0.5未満,度
高鼻浄水場,2020年10月,濁度,2度以下,0.1未満,度
高鼻浄水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
日進浄水場,2020年10月,気温,,22.2,℃
日進浄水場,2020年10月,水温,,17.5,℃
日進浄水場,2020年10月,一般細菌,100個／mL 以下,0,個/mL
日進浄水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
日進浄水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
日進浄水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
日進浄水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
日進浄水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
日進浄水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
日進浄水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
日進浄水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
日進浄水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
日進浄水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
日進浄水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
日進浄水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,塩素酸,0.6mg/L 以下,0.07,mg/L
日進浄水場,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
日進浄水場,2020年10月,クロロホルム,0.06mg/L 以下,-,mg/L
日進浄水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
日進浄水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
日進浄水場,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
日進浄水場,2020年10月,総トリハロメタン,0.1mg/L 以下,-,mg/L
日進浄水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
日進浄水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
日進浄水場,2020年10月,ブロモホルム,0.09mg/L 以下,-,mg/L
日進浄水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
日進浄水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
日進浄水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
日進浄水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
日進浄水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
日進浄水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
日進浄水場,2020年10月,塩化物イオン,200mg/L 以下,11,mg/L
日進浄水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
日進浄水場,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
日進浄水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
日進浄水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
日進浄水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
日進浄水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
日進浄水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
日進浄水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.3,mg/L
日進浄水場,2020年10月,pH値,5.8以上8.6以下,7.6,ー
日進浄水場,2020年10月,味,異常でないこと,異常なし,ー
日進浄水場,2020年10月,臭気,異常でないこと,異常なし,ー
日進浄水場,2020年10月,色度,5度以下,0.7,度
日進浄水場,2020年10月,濁度,2度以下,0.1未満,度
日進浄水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.6,mg/L
東大宮浄水場,2020年10月,気温,,21.4,℃
東大宮浄水場,2020年10月,水温,,18.4,℃
東大宮浄水場,2020年10月,一般細菌,100個／mL 以下,0,個/mL
東大宮浄水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
東大宮浄水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,塩素酸,0.6mg/L 以下,0.09,mg/L
東大宮浄水場,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,クロロホルム,0.06mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,総トリハロメタン,0.1mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ブロモホルム,0.09mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,塩化物イオン,200mg/L 以下,14.1,mg/L
東大宮浄水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
東大宮浄水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.8,mg/L
東大宮浄水場,2020年10月,pH値,5.8以上8.6以下,7.6,ー
東大宮浄水場,2020年10月,味,異常でないこと,異常なし,ー
東大宮浄水場,2020年10月,臭気,異常でないこと,異常なし,ー
東大宮浄水場,2020年10月,色度,5度以下,1.1,度
東大宮浄水場,2020年10月,濁度,2度以下,0.1未満,度
東大宮浄水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
馬宮配水場,2020年10月,気温,,21.9,℃
馬宮配水場,2020年10月,水温,,22.9,℃
馬宮配水場,2020年10月,一般細菌,100個／mL 以下,3,個/mL
馬宮配水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
馬宮配水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
馬宮配水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
馬宮配水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
馬宮配水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
馬宮配水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
馬宮配水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
馬宮配水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
馬宮配水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
馬宮配水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
馬宮配水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,塩素酸,0.6mg/L 以下,-,mg/L
馬宮配水場,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
馬宮配水場,2020年10月,クロロホルム,0.06mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
馬宮配水場,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
馬宮配水場,2020年10月,総トリハロメタン,0.1mg/L 以下,-,mg/L
馬宮配水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ブロモホルム,0.09mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
馬宮配水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
馬宮配水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
馬宮配水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
馬宮配水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
馬宮配水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
馬宮配水場,2020年10月,塩化物イオン,200mg/L 以下,16.1,mg/L
馬宮配水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
馬宮配水場,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
馬宮配水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
馬宮配水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
馬宮配水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
馬宮配水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
馬宮配水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
馬宮配水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.7,mg/L
馬宮配水場,2020年10月,pH値,5.8以上8.6以下,7.2,ー
馬宮配水場,2020年10月,味,異常でないこと,異常なし,ー
馬宮配水場,2020年10月,臭気,異常でないこと,異常なし,ー
馬宮配水場,2020年10月,色度,5度以下,0.5未満,度
馬宮配水場,2020年10月,濁度,2度以下,0.1未満,度
馬宮配水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
金重配水場,2020年10月,気温,,21.7,℃
金重配水場,2020年10月,水温,,21.5,℃
金重配水場,2020年10月,一般細菌,100個／mL 以下,0,個/mL
金重配水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
金重配水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
金重配水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
金重配水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
金重配水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,0.001未満,mg/L
金重配水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,0.001未満,mg/L
金重配水場,2020年10月,六価クロム化合物,0.02mg/L 以下,0.002未満,mg/L
金重配水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,0.004未満,mg/L
金重配水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,0.001未満,mg/L
金重配水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,2.03,mg/L
金重配水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,0.12,mg/L
金重配水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
金重配水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
金重配水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
金重配水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
金重配水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
金重配水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
金重配水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
金重配水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
金重配水場,2020年10月,塩素酸,0.6mg/L 以下,0.06,mg/L
金重配水場,2020年10月,クロロ酢酸,0.02mg/L 以下,0.002未満,mg/L
金重配水場,2020年10月,クロロホルム,0.06mg/L 以下,0.009,mg/L
金重配水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,0.006,mg/L
金重配水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,0.009,mg/L
金重配水場,2020年10月,臭素酸,0.01mg/L 以下,0.001未満,mg/L
金重配水場,2020年10月,総トリハロメタン,0.1mg/L 以下,0.032,mg/L
金重配水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,0.005,mg/L
金重配水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,0.012,mg/L
金重配水場,2020年10月,ブロモホルム,0.09mg/L 以下,0.002,mg/L
金重配水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,0.005未満,mg/L
金重配水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
金重配水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,0.02,mg/L
金重配水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,0.03未満,mg/L
金重配水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
金重配水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,19.7,mg/L
金重配水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,0.001,mg/L
金重配水場,2020年10月,塩化物イオン,200mg/L 以下,26.6,mg/L
金重配水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,85,mg/L
金重配水場,2020年10月,蒸発残留物,500mg/L 以下,199,mg/L
金重配水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
金重配水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
金重配水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
金重配水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,0.005未満,mg/L
金重配水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
金重配水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.8,mg/L
金重配水場,2020年10月,pH値,5.8以上8.6以下,7.2,ー
金重配水場,2020年10月,味,異常でないこと,異常なし,ー
金重配水場,2020年10月,臭気,異常でないこと,異常なし,ー
金重配水場,2020年10月,色度,5度以下,0.5,度
金重配水場,2020年10月,濁度,2度以下,0.1未満,度
金重配水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
南下新井配水場,2020年10月,気温,,23.3,℃
南下新井配水場,2020年10月,水温,,20.3,℃
南下新井配水場,2020年10月,一般細菌,100個／mL 以下,0,個/mL
南下新井配水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
南下新井配水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
南下新井配水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
南下新井配水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
南下新井配水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
南下新井配水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
南下新井配水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
南下新井配水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
南下新井配水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
南下新井配水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
南下新井配水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,塩素酸,0.6mg/L 以下,-,mg/L
南下新井配水場,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
南下新井配水場,2020年10月,クロロホルム,0.06mg/L 以下,0.009,mg/L
南下新井配水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,0.003,mg/L
南下新井配水場,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
南下新井配水場,2020年10月,総トリハロメタン,0.1mg/L 以下,0.019,mg/L
南下新井配水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,0.007,mg/L
南下新井配水場,2020年10月,ブロモホルム,0.09mg/L 以下,0.001未満,mg/L
南下新井配水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
南下新井配水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
南下新井配水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
南下新井配水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
南下新井配水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
南下新井配水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
南下新井配水場,2020年10月,塩化物イオン,200mg/L 以下,14.6,mg/L
南下新井配水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
南下新井配水場,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
南下新井配水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
南下新井配水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
南下新井配水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
南下新井配水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
南下新井配水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
南下新井配水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.6,mg/L
南下新井配水場,2020年10月,pH値,5.8以上8.6以下,7.2,ー
南下新井配水場,2020年10月,味,異常でないこと,異常なし,ー
南下新井配水場,2020年10月,臭気,異常でないこと,異常なし,ー
南下新井配水場,2020年10月,色度,5度以下,0.6,度
南下新井配水場,2020年10月,濁度,2度以下,0.1未満,度
南下新井配水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.7,mg/L
相野原配水場,2020年10月,気温,,23.6,℃
相野原配水場,2020年10月,水温,,21.7,℃
相野原配水場,2020年10月,一般細菌,100個／mL 以下,0,個/mL
相野原配水場,2020年10月,大腸菌,検出されないこと,不検出,100ml中
相野原配水場,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
相野原配水場,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
相野原配水場,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,鉛及びその化合物,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,ヒ素及びその化合物,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,六価クロム化合物,0.02mg/L 以下,-,mg/L
相野原配水場,2020年10月,亜硝酸態窒素,0.04mg/L 以下,-,mg/L
相野原配水場,2020年10月,シアン化物イオン及び塩化シアン,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,硝酸態窒素及び亜硝酸態窒素,10mg/L 以下,-,mg/L
相野原配水場,2020年10月,フッ素及びその化合物,0.8mg/L 以下,-,mg/L
相野原配水場,2020年10月,ホウ素及びその化合物,1.0mg/L 以下,-,mg/L
相野原配水場,2020年10月,四塩化炭素,0.002mg/L 以下,-,mg/L
相野原配水場,2020年10月,"1,4-ジオキサン",0.05mg/L 以下,-,mg/L
相野原配水場,2020年10月,"シス-1,2-ジクロロエチレン及びトランス-1,2-ジクロロエチレン",0.04mg/L 以下,-,mg/L
相野原配水場,2020年10月,ジクロロメタン,0.02mg/L 以下,-,mg/L
相野原配水場,2020年10月,テトラクロロエチレン,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,トリクロロエチレン,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,ベンゼン,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,塩素酸,0.6mg/L 以下,-,mg/L
相野原配水場,2020年10月,クロロ酢酸,0.02mg/L 以下,-,mg/L
相野原配水場,2020年10月,クロロホルム,0.06mg/L 以下,-,mg/L
相野原配水場,2020年10月,ジクロロ酢酸,0.03mg/L 以下,-,mg/L
相野原配水場,2020年10月,ジブロモクロロメタン,0.1mg/L 以下,-,mg/L
相野原配水場,2020年10月,臭素酸,0.01mg/L 以下,-,mg/L
相野原配水場,2020年10月,総トリハロメタン,0.1mg/L 以下,-,mg/L
相野原配水場,2020年10月,トリクロロ酢酸,0.03mg/L 以下,-,mg/L
相野原配水場,2020年10月,ブロモジクロロメタン,0.03mg/L 以下,-,mg/L
相野原配水場,2020年10月,ブロモホルム,0.09mg/L 以下,-,mg/L
相野原配水場,2020年10月,ホルムアルデヒド,0.08mg/L 以下,-,mg/L
相野原配水場,2020年10月,亜鉛及びその化合物,1.0mg/L 以下,-,mg/L
相野原配水場,2020年10月,アルミニウム及びその化合物,0.2mg/L 以下,-,mg/L
相野原配水場,2020年10月,鉄及びその化合物,0.3mg/L 以下,-,mg/L
相野原配水場,2020年10月,銅及びその化合物,1.0mg/L 以下,-,mg/L
相野原配水場,2020年10月,ナトリウム及びその化合物,200mg/L 以下,-,mg/L
相野原配水場,2020年10月,マンガン及びその化合物,0.05mg/L 以下,-,mg/L
相野原配水場,2020年10月,塩化物イオン,200mg/L 以下,22,mg/L
相野原配水場,2020年10月,カルシウム，マグネシウム等（硬度）,300mg/L 以下,-,mg/L
相野原配水場,2020年10月,蒸発残留物,500mg/L 以下,-,mg/L
相野原配水場,2020年10月,陰イオン界面活性剤,0.2mg/L 以下,-,mg/L
相野原配水場,2020年10月,ジェオスミン,0.00001mg/L 以下,-,mg/L
相野原配水場,2020年10月,2-メチルイソボルネオール,0.00001mg/L 以下,-,mg/L
相野原配水場,2020年10月,非イオン界面活性剤,0.02mg/L 以下,-,mg/L
相野原配水場,2020年10月,フェノ−ル類,0.005mg/L 以下,-,mg/L
相野原配水場,2020年10月,有機物（全有機炭素（TOC）の量）,3mg/L 以下,0.8,mg/L
相野原配水場,2020年10月,pH値,5.8以上8.6以下,7.2,ー
相野原配水場,2020年10月,味,異常でないこと,異常なし,ー
相野原配水場,2020年10月,臭気,異常でないこと,異常なし,ー
相野原配水場,2020年10月,色度,5度以下,0.5,度
相野原配水場,2020年10月,濁度,2度以下,0.1未満,度
相野原配水場,2020年10月,遊離残留塩素,0.1mg/L以上,0.8,mg/L
給水（東部系）,2020年10月,気温,,21.9,℃
給水（東部系）,2020年10月,水温,,19.5,℃
給水（東部系）,2020年10月,一般細菌,100個／mL 以下,0,個/mL
給水（東部系）,2020年10月,大腸菌,検出されないこと,不検出,100ml中
給水（東部系）,2020年10月,カドミウム及びその化合物,0.003mg/L 以下,-,mg/L
給水（東部系）,2020年10月,水銀及びその化合物,0.0005mg/L 以下,-,mg/L
給水（東部系）,2020年10月,セレン及びその化合物,0.01mg/L 以下,-,mg/L
